"Iteration","Turbolent KE - Vol Avg Monitor: Turbolent KE - Vol Avg Monitor (J/kg)","Velocity - Vol Avg Monitor: Velocity - Vol Avg Monitor (m/s)"
3657.0,3980036.3033264945,25782.856916935605
3661.0,3957044.0538224974,25696.910643947467
3664.0,3939863.0430664364,25632.535578029052
3667.0,3922736.0139558637,25568.232844722468
3670.0,3905662.81433077,25504.002250136513
3673.0,3888643.29241552,25439.84359997309
3676.0,3871677.296817802,25375.756699521986
3679.0,3854764.676528155,25311.741353657
3682.0,3837905.2809186876,25247.797366829014
3685.0,3821098.9597426774,25183.924543062865
3689.0,3798772.8327630158,25098.871136609294
3692.0,3782089.769772934,25035.163595431364
3695.0,3765459.283138072,24971.526560914437
3698.0,3748881.2242562524,24907.95983517485
3701.0,3732355.444903473,24844.463219874513
3704.0,3715881.7972312113,24781.036516211538
3707.0,3699460.133764923,24717.67952491812
3710.0,3683090.307403668,24654.3920462563
3713.0,3666772.171419548,24591.1738800133
3716.0,3650505.57945778,24528.02482549281
3720.0,3628896.717502159,24443.9332454574
3723.0,3612749.827852169,24380.944668379027
3726.0,3596653.997051836,24318.024530471284
3729.0,3580609.0803510984,24255.17262887922
3732.0,3564614.9333681082,24192.38876022976
3735.0,3548671.412088268,24129.67272062926
3738.0,3532778.3728652946,24067.02430565962
3741.0,3516935.6724210354,24004.44331036969
3744.0,3501143.167844104,23941.929529268295
3748.0,3480164.3312057587,23858.682020347223
3751.0,3464488.3965870445,23796.32427014908
3754.0,3448862.1840803325,23734.033045195694
3757.0,3433285.5523438114,23671.808137583004
3760.0,3417758.3603967614,23609.6493388353
3763.0,3402280.467618683,23547.556439897617
3766.0,3386851.7337489,23485.529231125187
3769.0,3371472.018885366,23423.56750227634
3772.0,3356141.183483394,23361.671042504597
3775.0,3340859.0883557466,23299.839640355553
3779.0,3320558.5398097294,23217.498604945406
3782.0,3305389.6326911342,23155.81817813237
3785.0,3290269.004457731,23094.20209959747
3788.0,3275196.5174582577,23032.65015516101
3791.0,3260172.034395531,22971.162129990236
3794.0,3245195.4183246526,22909.73780859441
3797.0,3230266.5326526687,22848.37697481651
3800.0,3215385.241137955,22787.079411827894
3803.0,3200551.407889042,22725.844902118773
3807.0,3180846.553306766,22644.296594821288
3810.0,3166122.9295078623,22583.20835967631
3813.0,3151446.3135232404,22522.18244774563
3816.0,3136816.570968492,22461.218638464474
3819.0,3122233.567805765,22400.31671054807
3822.0,3107697.170342703,22339.476441983326
3825.0,3093207.2452318035,22278.697609996074
3828.0,3078763.659468615,22217.97999105926
3831.0,3064366.2803914407,22157.323360886963
3835.0,3045241.4233725113,22076.542336290462
3838.0,3030951.345911441,22016.027136639033
3841.0,3016707.0353963263,21955.57217249158
3844.0,3002508.360645399,21895.177216145843
3847.0,2988355.190808329,21834.842039077994
3850.0,2974247.3953783074,21774.566411947035
3853.0,2960184.8441870464,21714.3501045856
3856.0,2946167.407402501,21654.192885972938
3859.0,2932194.9555295235,21594.094524232612
3862.0,2918267.3594089067,21534.054786625893
3866.0,2899766.784251633,21454.0925923429
3869.0,2885943.3511467953,21394.18873434555
3872.0,2872164.345676992,21334.342718296448
3875.0,2858429.640128559,21274.554307581166
3878.0,2844739.1071196008,21214.823264657476
3881.0,2831092.6196025815,21155.1493510377
3884.0,2817490.0508532007,21095.53232732048
3887.0,2803931.274481058,21035.97195310954
3890.0,2790416.16442608,20976.467987056967
3894.0,2772463.7258003377,20897.216692682214
3897.0,2759050.0154169872,20837.843401517803
3900.0,2745679.553519086,20778.52570686001
3903.0,2732352.2154612234,20719.263362972015
3906.0,2719067.876924067,20660.056123106846
3909.0,2705826.4139132425,20600.903739474816
3912.0,2692627.7027592207,20541.805963216684
3915.0,2679471.620116276,20482.762544395096
3918.0,2666358.04296104,20423.77323198305
3922.0,2648939.1810373194,20345.20454501151
3925.0,2635924.3067359887,20286.340498431367
3928.0,2622951.5301682022,20227.52971343859
3931.0,2610020.729703844,20168.77193411159
3934.0,2597131.784031641,20110.066903360123
3937.0,2584284.572159282,20051.414362916195
3940.0,2571478.9734131685,19992.81405330997
3943.0,2558714.867453704,19934.265713839133
3946.0,2545992.1342238835,19875.769082567043
3949.0,2533310.65400078,19817.323896368453
3953.0,2516465.97871132,19739.476549903633
3956.0,2503880.291691015,19681.150371702624
3959.0,2491335.460879423,19622.874752174102
3962.0,2478831.3679159223,19564.649422570594
3965.0,2466367.8947524913,19506.474112811302
3968.0,2453944.923652921,19448.34855145985
3971.0,2441562.337191498,19390.272465714945
3974.0,2429220.0182539267,19332.245581389652
3977.0,2416917.850037486,19274.26762289002
3981.0,2400577.2144588437,19197.039306049894
3984.0,2388368.2787660346,19139.174428000908
3987.0,2376199.1066876003,19081.357546724987
3990.0,2364069.582759871,19023.58838031504
3993.0,2351979.5918272696,18965.866645355913
3996.0,2339929.019041506,18908.192056898537
3999.0,2327917.7498609894,18850.564328446857
4002.0,2315945.6700494485,18792.983171934706
4005.0,2304012.6656754003,18735.448297705603
4009.0,2288162.580842183,18658.80662306517
4012.0,2276320.311132582,18601.378605285176
4015.0,2264516.7392866793,18543.995892491363
4018.0,2252751.7526893476,18486.65818787522
4021.0,2241025.23902766,18429.36519292119
4024.0,2229337.086290535,18372.116607379714
4027.0,2217687.182769053,18314.9121292385
4030.0,2206075.417055322,18257.751454705744
4033.0,2194501.678041247,18200.634278186466
4036.0,2182965.8549184427,18143.56029225262
4040.0,2167643.546738909,18067.528294856987
4043.0,2156195.7647941746,18010.553880916854
4046.0,2144785.5315441447,17953.62161924131
4049.0,2133412.7374757775,17896.731194165954
4052.0,2122077.2733730827,17839.88228805186
4055.0,2110779.030315863,17783.074581258785
4058.0,2099517.8996797176,17726.307752122546
4061.0,2088293.7731367047,17669.581476920594
4064.0,2077106.542655503,17612.895429843422
4068.0,2062247.4430540202,17537.376043730375
4071.0,2051145.8849213168,17480.782583302946
4074.0,2040080.8648756112,17424.228249516196
4077.0,2029052.2761598176,17367.712707164334
4080.0,2018060.01230998,17311.23561879955
4083.0,2007103.96715815,17254.796644700087
4086.0,1996184.0348244049,17198.395442774894
4089.0,1985300.1097217998,17142.031668650285
4092.0,1974452.0865555007,17085.70497554746
4096.0,1960043.721677963,17010.65979573978
4099.0,1949279.0618523196,16954.41826273312
4102.0,1938549.9550840321,16898.212637108827
4105.0,1927856.2973403183,16842.042561339153
4108.0,1917197.9848769885,16785.907675317147
4111.0,1906574.914237976,16729.807616320188
4114.0,1895986.9822556903,16673.742018964036
4117.0,1885434.0860520245,16617.710515169972
4120.0,1874916.1230362551,16561.712734123044
4123.0,1864432.990905296,16505.74830223153
4127.0,1850509.486492026,16431.180285175637
4130.0,1840107.2301949712,16375.292199201893
4133.0,1829739.4658483525,16319.436196469933
4136.0,1819406.092395701,16263.611890857599
4139.0,1809107.0090680837,16207.81889322772
4142.0,1798842.1153825761,16152.056811385068
4145.0,1788611.311142533,16096.325250034324
4148.0,1778414.4964381244,16040.623810726596
4151.0,1768251.5716449597,15984.9520918092
4155.0,1754753.5512381315,15910.76866466054
4158.0,1744669.3170823732,15855.164712974965
4161.0,1734618.64282193,15799.589119059854
4164.0,1724601.430070642,15744.041466796252
4167.0,1714617.5807282578,15688.5213365891
4170.0,1704666.9969805998,15633.028305300908
4173.0,1694749.5812982111,15577.561946199876
4176.0,1684865.2364359105,15522.121828906087
4179.0,1675013.8654330052,15466.707519331461
4183.0,1661929.8297120985,15392.861161237946
4186.0,1652155.0222430816,15337.50536027433
4189.0,1642412.8674866909,15282.173892513278
4192.0,1632703.269716943,15226.86630708475
4195.0,1623026.1334909895,15171.58214906958
4198.0,1613381.3636513376,15116.320959445111
4201.0,1603768.8653264528,15061.082275012148
4204.0,1594188.5439271044,15005.865628323209
4207.0,1584640.305147536,14950.670547618274
4210.0,1575124.0549682966,14895.496556745096
4214.0,1562485.3194726692,14821.963210629801
4217.0,1553043.3453347785,14766.836552428322
4220.0,1543633.0484649215,14711.72936419765
4223.0,1534254.3360866897,14656.64114986816
4226.0,1524907.115708684,14601.571408585318
4229.0,1515591.2951245767,14546.519634617274
4232.0,1506306.7824146065,14491.485317255978
4235.0,1497053.485946836,14436.467940734678
4238.0,1487831.3143775333,14381.46698414093
4242.0,1475583.3447866803,14308.157007303795
4245.0,1466433.4443692537,14253.192308526159
4248.0,1457314.3664495375,14198.24225497765
4251.0,1448226.0209331166,14143.306302395646
4254.0,1439168.3180159745,14088.383900863706
4257.0,1430141.1681853617,14033.474494714395
4260.0,1421144.4822208744,13978.57752243649
4263.0,1412178.1711954428,13923.69241656323
4266.0,1403242.1464732666,13868.818603558366
4270.0,1391374.4062196452,13795.670083363793
4273.0,1382508.7064850202,13740.820355074293
4276.0,1373672.999714793,13685.97996263476
4279.0,1364867.1985458264,13631.148304930639
4282.0,1356091.2159128988,13576.324774154526
4285.0,1347344.965047266,13521.5087556979
4288.0,1338628.3594765884,13466.69962801191
4291.0,1329941.3130286622,13411.896762477565
4294.0,1321283.7398323535,13357.09952327683
4297.0,1312655.5543191854,13302.307267260288
4301.0,1301196.87381359,13229.25755188951
4304.0,1292636.9284958497,13174.474379902354
4307.0,1284106.0878317873,13119.693992451435
4310.0,1275604.2675538086,13064.915712988772
4313.0,1267131.3837528767,13010.13885677078
4316.0,1258687.3527945022,12955.3627307536
4319.0,1250272.0913575252,12900.586633478099
4322.0,1241885.5164351112,12845.809854886074
4325.0,1233527.5453350386,12791.031676141924
4329.0,1222427.9363781211,12717.990667150152
4332.0,1214136.3877372034,12663.206375080938
4335.0,1205873.1695771175,12608.418220899168
4338.0,1197638.2005949453,12553.625445590742
4341.0,1189431.3998168309,12498.827280385394
4344.0,1181252.686592657,12444.022946523992
4347.0,1173101.9806036514,12389.211655086992
4350.0,1164979.201861743,12334.392606737423
4353.0,1156884.2707122562,12279.564991540889
4357.0,1146134.210614145,12206.446758229087
4360.0,1137440.151531005,12151.588917900139
4363.0,1128664.326995216,12096.699995945042
4366.0,1119854.00777318,12041.780029798321
4369.0,1111048.5152431934,11986.829536908848
4372.0,1102276.3831426322,11931.849260079682
4375.0,1093557.5735478215,11876.839879454546
4378.0,1084906.1588082896,11821.801985487635
4381.0,1076331.60853839,11766.73607830463
4384.0,1067839.3731460292,11711.642523132345
4388.0,1056648.2318298852,11638.141807175434
4391.0,1048353.9746844053,11582.984364918411
4394.0,1040143.4390413977,11527.799494272487
4397.0,1032014.551273507,11472.587002810415
4400.0,1023964.5554503207,11417.346590616053
4403.0,1015990.3191798811,11362.077863607616
4406.0,1008088.589368158,11306.780347310061
4409.0,1000256.095326105,11251.45349595049
4412.0,992489.5709883863,11196.09669401778
4416.0,982231.2790502235,11122.239849461468
4419.0,974606.3809625795,11066.810413295665
4422.0,967037.249768339,11011.348536575402
4425.0,959521.1510130272,10955.853360291903
4428.0,952055.492862223,10900.32397778492
4431.0,944637.8321141804,10844.759436373462
4434.0,937265.8800538018,10789.158739077428
4437.0,929937.4950622878,10733.520845911331
4440.0,922650.668276327,10677.84467463923
4443.0,915403.5140854336,10622.129101653174
4447.0,905799.3195721274,10547.778361126782
4450.0,898638.0670524088,10491.966252959783
4453.0,891511.0390281852,10436.110704891586
4456.0,884416.8274092806,10380.21041786647
4459.0,877354.1189041743,10324.26405257479
4462.0,870321.6919706344,10268.2702297878
4465.0,863318.4128356542,10212.227530706587
4468.0,856343.2309415927,10156.134497047376
4471.0,849395.1751539775,10099.989631095446
4475.0,840171.7615739692,10025.046519381945
4478.0,833283.6487552403,9968.774665374332
4481.0,826419.9625905693,9912.44570142814
4484.0,819580.0429629199,9856.057958414867
4487.0,812763.2935171645,9799.609727538256
4490.0,805969.1788974912,9743.099260299201
4493.0,799197.2218565645,9686.52476837775
4496.0,792447.0001792519,9629.884423302794
4499.0,785718.1436808446,9573.176356141936
4503.0,776779.0214905743,9497.456947555971
4506.0,770098.8478686443,9440.583363653024
4509.0,763439.1437742391,9383.63553013655
4512.0,756799.7307012207,9326.611397519975
4515.0,750180.4665896323,9269.508873100902
4518.0,743581.2430238356,9212.325820238942
4521.0,737001.9824794921,9155.060057529954
4524.0,730442.6356138021,9097.709357854086
4527.0,723903.1786744659,9040.271447358171
4530.0,717383.6110317865,8982.744004366325
4534.0,708721.8304639427,8905.897369557286
4537.0,702248.7806835454,8848.151710937365
4540.0,695795.7548169615,8790.308419558703
4543.0,689362.8259148268,8732.364951611578
4546.0,682950.0785890783,8674.31870810917
4549.0,676557.6072419673,8616.16703319901
4552.0,670185.5144184598,8557.907212268308
4555.0,663833.9092784195,8499.536470095038
4558.0,657502.9062212792,8441.051968835878
4562.0,649093.821728623,8362.890648808616
4565.0,642811.3559680948,8304.129305702587
4568.0,636549.8961977202,8245.244263498536
4571.0,630309.5655264125,8186.232387042609
4574.0,624090.488381632,8127.090465904962
4577.0,617892.783407988,8067.8152120966015
4580.0,611716.5767983272,8008.40325773531
4583.0,605561.9809264252,7948.851147092278
4586.0,599429.1076326703,7889.155337568895
4590.0,591285.9289496908,7809.331101890516
4593.0,585204.1758034461,7749.285706884998
4596.0,579144.5079687738,7689.084133267126
4599.0,573107.0263864095,7628.722419846328
4602.0,567091.8287558629,7568.196498188631
4605.0,561099.009335112,7507.5021882070605
4608.0,555128.6588858032,7446.635193290105
4611.0,549180.8647495212,7385.591095724039
4614.0,543255.711328695,7324.365351344627
4617.0,537353.2803922689,7262.953284662778
4621.0,529518.8553283516,7180.772355636944
4624.0,523669.74819125026,7118.906572343961
4627.0,517843.6199384115,7056.837856775284
4630.0,512040.54408399126,6994.560894579234
4633.0,506260.5933691867,6932.070206352366
4636.0,500503.84017890116,6869.36014022426
4639.0,494770.35699812707,6806.42486415312
4642.0,489060.21695301606,6743.258357613579
4645.0,483373.4944050459,6679.854402939246
4649.0,475827.75687699206,6594.935298536859
4652.0,470195.9756450456,6530.951940503169
4655.0,464587.87630418333,6466.708862139897
4658.0,459003.54557182454,6402.198878204846
4661.0,453443.07479731576,6337.41455002433
4664.0,447906.56069833535,6272.348173610074
4667.0,442394.1060926374,6206.991766277133
4670.0,436905.82069084555,6141.33705227841
4673.0,431441.8219349922,6075.3754478532355
4677.0,424194.4885618834,5986.933811985919
4680.0,418787.66507049394,5920.220895708574
4683.0,413405.586961658,5853.170036617648
4686.0,408048.4160913894,5785.771116323113
4689.0,402716.3271427169,5718.013608963572
4692.0,397409.5089754639,5649.8865581338105
4695.0,392128.1659262212,5581.378552611985
4698.0,386872.519127823,5512.477700691663
4701.0,381642.80806902755,5443.171601124154
4704.0,376439.29213789094,5373.447312778089
4708.0,369542.5077286606,5279.807636177178
4711.0,364401.24689954513,5209.053967344647
4714.0,359287.21209631796,5137.8346367985005
4717.0,354200.7706195123,5066.133952758037
4720.0,349142.3206721384,4993.93547637104
4723.0,344112.29411873093,4921.221972122626
4726.0,339111.1595374374,4847.975354067647
4729.0,334139.4255007657,4774.176628558544
4732.0,329197.6439454508,4699.80582937729
4736.0,322656.2379248082,4599.718400643226
4739.0,317786.76678787294,4523.929120321467
4742.0,312949.4565165381,4447.493249544511
4745.0,308145.0996749835,4370.385718952538
4748.0,303374.5589104959,4292.580032555419
4751.0,298638.7722982765,4214.048154298156
4754.0,293938.7594955066,4134.760379773071
4757.0,289275.63388442184,4054.685199972589
4760.0,284650.6141289573,3973.7891485760083
4764.0,278545.5216891737,3864.5889794115897
4767.0,274014.8282586506,3781.6350856083222
4770.0,269527.2084966595,3697.732267134704
4773.0,265084.4766261867,3612.836315892921
4776.0,260688.6256959026,3526.8998859535373
4779.0,256341.84672511954,3439.8721748688504
4782.0,252046.54981115082,3351.6985636873515
4785.0,247805.38803656184,3262.3202061032603
4788.0,243642.1495634978,3171.655734188164
4791.0,239645.26231162215,3079.544417529477
4795.0,234479.03435222898,2954.265672715691
4798.0,230683.575275852,2858.336930283032
4801.0,226975.04213664448,2760.627506658598
4804.0,223367.01123214682,2661.0469793079533
4807.0,219869.66102143,2559.495327736513
4810.0,216490.75487704607,2455.862209351493
4813.0,213236.3478598469,2350.0257242927632
4816.0,210111.45341835092,2241.8509659261604
4819.0,207120.4449588405,2131.1882852847025
4823.0,203345.81755864402,1979.476714001339
4826.0,200675.6075041747,1862.3241288018794
4829.0,198139.28466458042,1742.0403459356573
4832.0,195726.17864321207,1618.370700400485
4835.0,193414.28690091922,1491.0174326362019
4838.0,191163.3896914024,1359.6242961419698
4841.0,188875.79926222816,1216.7333261843312
4844.0,186411.40611834012,1064.310079954373
4847.0,183685.04212325948,916.0561325325555
4851.0,177964.40698335963,725.5463322219998
4854.0,170748.4536749166,571.4597879639883
4857.0,161475.66618628084,412.0990647677245
4860.0,151226.2265031447,302.139882237202
4863.0,140451.64330011042,266.23726778371736
4866.0,128969.89736611587,339.59428343108465
4869.0,117118.91598142993,544.0535522145942
4872.0,106371.2067591611,739.0215466861856
4875.0,97268.42857971859,921.971296014194
4878.0,89793.77381843847,1091.2842102740367
4882.0,82041.55884415384,1295.2812344947918
4885.0,77536.60718926764,1440.9369092703357
4888.0,73840.88885092291,1580.758239599492
4891.0,70740.73191897596,1715.2050354928865
4894.0,68080.83827718839,1844.7391345862184
4897.0,65751.98042366782,1969.7991880738289
4900.0,63679.09445965265,2090.7858511288846
4903.0,61811.70142195628,2208.0576328327907
4906.0,60116.74297313784,2321.9312268397925
4910.0,58090.22905800151,2468.9515216055192
4913.0,56716.42487186017,2576.0188697115273
4916.0,55457.13616657478,2680.6101018846903
4919.0,54315.43516457509,2782.871346414966
4922.0,53295.1733587562,2882.930511653888
4925.0,52408.16855278628,2980.894337950589
4928.0,51877.789656525616,3076.715658006019
4931.0,51577.9721407147,3170.2802694367597
4934.0,51427.11538397859,3261.695508312591
4938.0,51417.933725369585,3380.437148028562
4941.0,51549.31465076961,3467.268888907214
4944.0,51800.148374457945,3552.295023865903
4947.0,52171.979231625046,3635.5959754409187
4950.0,52665.716319411236,3717.2447671024006
4953.0,53281.390945588035,3797.3085307679657
4956.0,54018.09688717503,3875.8496351127174
4959.0,54873.96589224262,3952.9260020110823
4962.0,55846.22703493222,4028.591946500354
4965.0,56931.314736401706,4102.898498810421
4969.0,58546.28021574568,4199.942671283386
4972.0,59877.51412401802,4271.261593002343
4975.0,61305.86271273274,4341.3734486552075
4978.0,62825.82333385587,4410.318238473662
4981.0,64431.612290436016,4478.134199905221
4984.0,66117.2292505135,4544.857552360693
4987.0,67876.52496055317,4610.522803832731
4990.0,69703.29119455956,4675.162789817063
4993.0,71591.3789992959,4738.808691896692
4997.0,74194.08224426318,4822.174443076883
5000.0,76203.13333379354,4883.613561625446
5003.0,78256.02941706116,4944.152097984306
5006.0,80349.25648917803,5003.815374881254
5009.0,82480.37883908335,5062.62722415401
5012.0,84648.07928555811,5120.610278576364
5015.0,86852.11531263645,5177.785736344349
5018.0,89093.19594181956,5234.173354126202
5021.0,91372.75537757666,5289.791823684313
5025.0,94475.38539909871,5362.783850309195
5028.0,96852.5830235503,5416.674974012033
5031.0,99275.2038608817,5469.852555775123
5034.0,101745.13757528165,5522.331551462283
5037.0,104263.9120590562,5574.126134468598
5040.0,106832.63323547336,5625.250006700148
5043.0,109451.96872855614,5675.716389196407
5046.0,112122.17024995745,5725.538031691932
5049.0,114843.11772666046,5774.727180845073
5052.0,117614.38367091742,5823.295615986047
5056.0,121386.50916685363,5887.107348206661
5059.0,124272.33240616201,5934.270499248447
5062.0,127205.72877851027,5980.8487826973305
5065.0,130185.70878930236,6026.852206010287
5068.0,133211.29432719926,6072.290376937655
5071.0,136281.54245186216,6117.172640806014
5074.0,139395.573381018,6161.507964550767
5077.0,142552.58322938086,6205.305174638228
5080.0,145751.85336490048,6248.572869302585
5084.0,150082.1966638604,6305.453843525432
5087.0,153377.72843571112,6347.518227826761
5090.0,156713.66545704033,6389.08039059189
5093.0,160089.55624504414,6430.148113216695
5096.0,163504.96248149505,6470.728996749764
5099.0,166959.4344445921,6510.830514204976
5102.0,170452.48927148496,6550.460049426388
5105.0,173983.59037650147,6589.6247959049315
5108.0,177552.12697498474,6628.331792044879
5112.0,182367.18264470977,6679.241011122805
5115.0,186020.16233284198,6716.906680557198
5118.0,189707.8181016609,6754.137359304253
5121.0,193429.05688826603,6790.939697717441
5124.0,197182.64090519914,6827.32032732222
5127.0,200967.17280068164,6863.2857862097235
5130.0,204781.08149448875,6898.84262085957
5133.0,208622.60618511113,6933.997296535172
5136.0,212489.78239086145,6968.756296693011
5139.0,216380.42909624323,7003.126034792599
5143.0,221600.27671439922,7048.357937215904
5146.0,225535.93675466947,7081.844326950383
5149.0,229486.16144604652,7114.962716536711
5152.0,233447.79845069782,7147.719437598271
5155.0,237417.4945306169,7180.120716043959
5158.0,241391.7163262771,7212.172780925459
5161.0,245366.77418195657,7243.8817347645745
5164.0,249338.85056281943,7275.253662126386
5167.0,253304.02935612976,7306.2945029393295
5171.0,258573.31546717524,7347.177439670263
5174.0,262506.8558235173,7377.468466672852
5177.0,266420.14284627314,7407.447583345474
5180.0,270309.20228564856,7437.120339438532
5183.0,274170.1308171661,7466.492106995229
5186.0,277999.1263781369,7495.568186440843
5189.0,281792.5176232431,7524.353748118376
5192.0,285546.7922577429,7552.853845706145
5195.0,289258.62368965236,7581.073421810842
5198.0,292924.8959400842,7609.017308908901
5202.0,297737.443516985,7645.855126518894
5205.0,301286.643791422,7673.17393551129
5208.0,304781.6958637695,7700.232410941282
5211.0,308220.6287022237,7727.0349503700545
5214.0,311601.7726615671,7753.585861685779
5217.0,314923.7662130896,7779.889367315031
5220.0,318185.5590315674,7805.949607917
5223.0,321386.4113476238,7831.770645548606
5226.0,324525.88962145447,7857.356466849898
5230.0,328616.1982237141,7891.111758046483
5233.0,331612.4404805177,7916.163841304417
5236.0,334547.9528970509,7940.993484360358
5239.0,337423.50123827043,7965.604372980199
5242.0,340240.0839281244,7990.000127120033
5245.0,342998.9115993632,8014.1843015288705
5248.0,345701.38558588485,8038.160386199763
5251.0,348349.07576795743,8061.931806356847
5254.0,350943.69818448677,8085.501922235878
5258.0,354323.8401376829,8116.621289423762
5261.0,356801.9665001536,8139.7343969741305
5264.0,359233.5189925535,8162.656929343181
5267.0,361620.59765452397,8185.391962951975
5270.0,363965.33846166887,8207.942507682294
5273.0,366269.8961177462,8230.31150677577
5276.0,368536.4282551264,8252.501836805557
5279.0,370767.0810958985,8274.516307545326
5282.0,372963.9765797929,8296.35766202876
5285.0,375129.2009628411,8318.028576837749
5289.0,377970.4199416368,8346.662503870564
5292.0,380069.5858992568,8367.945764311746
5295.0,382143.659341721,8389.067032235
5298.0,384194.4737929029,8410.028701767636
5301.0,386223.78886124946,8430.833103852086
5304.0,388233.2867093328,8451.482507137294
5307.0,390224.5694439674,8471.97911937915
5310.0,392199.15735924704,8492.325088397221
5313.0,394158.48791662994,8512.522503324888
5317.0,396749.5237672518,8539.224808990191
5320.0,398678.3771699371,8559.083401731616
5323.0,400596.16619196633,8578.799997196518
5326.0,402503.9722101316,8598.37644611776
5329.0,404402.7977025688,8617.81454813337
5332.0,406293.5682027343,8637.1160533677
5335.0,408177.134500403,8656.282663958784
5338.0,410054.27503849746,8675.316035561047
5341.0,411925.69846573495,8694.217778932994
5345.0,414413.13591145683,8719.218051409443
5348.0,416273.6034182462,8737.81868551644
5351.0,418130.24684886826,8756.292755877124
5354.0,419983.5042442918,8774.641696167406
5357.0,421833.75880124926,8792.866903113734
5360.0,423681.3417374464,8810.969737938769
5363.0,425526.53513578,8828.951527731335
5366.0,427369.5747540888,8846.813566819112
5369.0,429210.6527905072,8864.557118057017
5372.0,431049.9205940748,8882.18341407078
5376.0,433499.6521346915,8905.50482147473
5379.0,435335.0748823244,8922.8621551043
5382.0,437168.93038958905,8940.106139781228
5385.0,439001.2227346784,8957.237891011899
5388.0,440831.9284650533,8974.258500221655
5391.0,442660.9988645642,8991.169035867484
5394.0,444488.3621170855,9007.970544341068
5397.0,446313.9254070741,9024.664050868485
5400.0,448137.5769362137,9041.250560436389
5404.0,450565.9135304393,9063.201167644824
5407.0,452384.5771805382,9079.541818642998
5410.0,454200.84349224507,9095.778687326883
5413.0,456014.53967795,9111.912700525512
5416.0,457825.48333020136,9127.944769017255
5419.0,459633.4839241675,9143.87578819267
5422.0,461438.3442419188,9159.706638689238
5425.0,463239.8617212188,9175.438187015989
5428.0,465037.8297286111,9191.071286120028
5432.0,467429.2366174785,9211.763724938734
5435.0,469218.10488290066,9227.170354054513
5438.0,471002.7200938605,9242.481285977801
5441.0,472782.8708157297,9257.69732093872
5444.0,474558.34796516894,9272.819247569747
5447.0,476328.9425115775,9287.847844877584
5450.0,478094.45001186145,9302.783881603078
5453.0,479854.66967220797,9317.628116003814
5456.0,481609.40518213465,9332.381297074506
5459.0,483358.4652290516,9347.044164809255
5463.0,485681.3967171949,9366.455430186865
5466.0,487416.5026634969,9380.910395399498
5469.0,489145.338855421,9395.277451590555
5472.0,490867.7413757611,9409.557302361161
5475.0,492583.5534903387,9423.75064355606
5478.0,494292.6259498767,9437.85816348121
5481.0,495994.81718354626,9451.88054310355
5484.0,497689.99342647643,9465.818456238347
5487.0,499378.02883288206,9479.672569718769
5491.0,501617.43225614744,9498.015505819005
5494.0,503288.3614761535,9511.676642023418
5497.0,504951.7885596877,9525.256152986842
5500.0,506607.62261398486,9538.754677065828
5503.0,508255.780752714,9552.172846393925
5506.0,509896.18802053196,9565.511286989013
5509.0,511528.7772784552,9578.770618853627
5512.0,513153.4890775663,9591.951456096742
5515.0,514770.27150546544,9605.054407001207
5519.0,516913.57087332604,9622.404892302293
5522.0,518511.6905698261,9635.328441890457
5525.0,520101.7599590772,9648.176091767056
5528.0,521683.7575976542,9660.948425901148
5531.0,523257.6684867646,9673.646022863335
5534.0,524823.4838281695,9686.269455797923
5537.0,526381.2007711515,9698.81929257563
5540.0,527930.8221542342,9711.296095804893
5543.0,529472.3562400076,9723.700422874004
5546.0,531005.8164473426,9736.032826008095
5550.0,533037.9029976367,9752.365093389864
5553.0,534552.6032730977,9764.531792861597
5556.0,536059.3081533675,9776.62837239355
5559.0,537558.050261322,9788.655362312817
5562.0,539048.8659299449,9800.613287994984
5565.0,540531.7949365826,9812.502669900332
5568.0,542006.8802412563,9824.32402360958
5571.0,543474.167729919,9836.077859858256
5574.0,544933.7059620579,9847.764684560443
5578.0,546867.7909933111,9863.243742770237
5581.0,548309.4496849803,9874.776147843051
5584.0,549743.5372135327,9886.243193448576
5587.0,551170.110983808,9897.64536504017
5590.0,552589.2298439534,9908.983143370231
5593.0,554000.9538945355,9920.257004635701
5596.0,555405.3442843632,9931.46742046935
5599.0,556802.4630200783,9942.614857957928
5602.0,558192.3727884192,9953.69977967248
5606.0,560034.4811492424,9968.383219659654
5609.0,561407.8163512931,9979.324045042262
5612.0,562774.1543554667,9990.203864422017
5615.0,564133.5589618408,10001.023121224955
5618.0,565486.0938542288,10011.78225455084
5621.0,566831.822478485,10022.481699208103
5624.0,568170.8079299445,10033.121885752475
5627.0,569503.1128486032,10043.703240523366
5630.0,570828.7993242445,10054.226185677995
5633.0,572147.9288087097,10064.691139232402
5637.0,573896.6732176794,10078.554916300096
5640.0,575200.737871256,10088.886158758423
5643.0,576498.4448015555,10099.1607735805
5646.0,577789.8518738084,10109.379161280036
5649.0,579075.0159765092,10119.541718431301
5652.0,580353.992980116,10129.648837718016
5655.0,581626.8377014346,10139.700907969314
5658.0,582893.6038742696,10149.69831420021
5661.0,584154.3441258859,10159.641437654007
5665.0,585826.0463251885,10172.815147673542
5668.0,587072.9244110013,10182.633073041789
5671.0,588313.9438068894,10192.397959725482
5674.0,589549.1521934877,10202.110173095458
5677.0,590778.5961000632,10211.770074972246
5680.0,592002.3209095222,10221.378023665375
5683.0,593220.3708668211,10230.934374015567
5686.0,594432.789090427,10240.439477437
